StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Coder_ID,Post_ID,Attribution_Presence,Attribution_Number,AttributionType_1,SenderAccountMatch_1,Evaluation_1,PresenceIndividual_1,SpecificIndividual_1,PresenceCollective_1,SpecificCollective_1,PresenceSystems_1,SpecificSystem_1,PresenceNetwork_1,SpecificNetworks_1,Economy_1,SocialPolicies_1,PoliticsHumanRight_1,ExternalRelations_1,PastTense_1,PresentTense_1,FutureTense_1
2025-04-23 18:17:13,2025-04-23 18:20:43,IP Address,146.50.154.101,100,210,True,2025-04-23 18:20:43,R_2NU7c7qEVxJcsF3,,,,,52.3521,4.9138,anonymous,EN,Luke,21,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,No,,Yes,"Laws/Treaties/Agreements/Policies (e.g., NAFTA, NATO, Medicare, Medicaid)",,,Yes,,,,No,Yes,
2025-04-23 18:13:09,2025-04-23 18:21:07,IP Address,146.50.210.210,100,477,True,2025-04-23 18:21:07,R_6ELnLcWd6LEdMNI,,,,,52.3541,4.8975,anonymous,EN,Francesco,6,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,USA,,,,,Yes,,,,No,No,Yes
2025-04-23 18:20:48,2025-04-23 18:21:57,IP Address,146.50.154.101,100,69,True,2025-04-23 18:21:58,R_6pDO8SyGq6Osrh4,,,,,52.3521,4.9138,anonymous,EN,Luke,21,Yes,Second,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Other Countries/Country Unions,,,,,Yes,,,,No,No,Yes
2025-04-23 18:20:16,2025-04-23 18:23:04,IP Address,89.98.163.147,100,167,True,2025-04-23 18:23:04,R_23boikvyfehBguB,,,,,52.3672,4.918,anonymous,EN,Ada,10,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,,,No,No,Yes,,No,Yes,
2025-04-23 18:22:40,2025-04-23 18:23:29,IP Address,146.50.154.101,100,49,True,2025-04-23 18:23:30,R_2zoWZkVAv9WBcdz,,,,,52.3521,4.9138,anonymous,EN,Luke,22,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,No,,Yes,"Laws/Treaties/Agreements/Policies (e.g., NAFTA, NATO, Medicare, Medicaid)",,,Yes,,,,No,No,Yes
2025-04-23 18:21:09,2025-04-23 18:23:45,IP Address,146.50.210.210,100,156,True,2025-04-23 18:23:45,R_2wubILZ9wF0agjg,,,,,52.3541,4.8975,anonymous,EN,Francesco,7,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,"China ",,,,,Yes,,,,No,Yes,
2025-04-23 18:23:06,2025-04-23 18:24:36,IP Address,89.98.163.147,100,89,True,2025-04-23 18:24:36,R_3CWbUZzKAHNVvJz,,,,,52.3672,4.918,anonymous,EN,Ada,11,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,,,No,No,Yes,,No,Yes,
2025-04-23 18:23:41,2025-04-23 18:25:59,IP Address,146.50.154.101,100,137,True,2025-04-23 18:26:00,R_4Yt9cVMqBy6bxLZ,,,,,52.3521,4.9138,anonymous,EN,Luke,23,Yes,First,Affirmed causal responsibility,No,Positively,Yes,Donald Trump,,,,,,,No,No,No,Yes,No,Yes,
2025-04-23 18:23:46,2025-04-23 18:26:01,IP Address,146.50.210.210,100,135,True,2025-04-23 18:26:02,R_4CvsFSNrN10IZeM,,,,,52.3541,4.8975,anonymous,EN,Francesco,8,Yes,First,Affirmed causal responsibility,Yes,Neutrally,,,,,,,,,,,,,,,
2025-04-23 18:24:38,2025-04-23 18:26:51,IP Address,89.98.163.147,100,133,True,2025-04-23 18:26:51,R_2pGbLfNClqnKSEU,,,,,52.3672,4.918,anonymous,EN,Ada,12,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,Conservative: Republicans/Right-wing ideologists,,,,,No,No,No,Yes,No,No,Yes
2025-04-23 18:26:03,2025-04-23 18:27:47,IP Address,146.50.210.210,100,103,True,2025-04-23 18:27:47,R_92LqnEUFW6IgFeD,,,,,52.3541,4.8975,anonymous,EN,Francesco,9,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,No,,Yes,"Laws/Treaties/Agreements/Policies (e.g., NAFTA, NATO, Medicare, Medicaid)",,,Yes,,,,No,No,Yes
2025-04-23 18:26:54,2025-04-23 18:27:54,IP Address,89.98.163.147,100,60,True,2025-04-23 18:27:55,R_2hm4LOYcKx1yx5W,,,,,52.3672,4.918,anonymous,EN,Ada,12,Yes,Second,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,,,No,No,No,Yes,No,No,Yes
2025-04-23 18:26:20,2025-04-23 18:28:10,IP Address,146.50.201.58,100,110,True,2025-04-23 18:28:11,R_2PhVSXciDAUzsit,,,,,52.3882,4.8844,anonymous,EN,Luke,23,Yes,Second,Affirmed causal responsibility,Yes,Positively,No,,Yes,The Trump-Administration,,,,,No,No,No,Yes,No,Yes,
2025-04-23 18:27:55,2025-04-23 18:28:47,IP Address,89.98.163.147,100,51,True,2025-04-23 18:28:48,R_29aC8vqlsTT8Szq,,,,,52.3672,4.918,anonymous,EN,Ada,13,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,USA,,,,,No,No,No,Yes,No,No,Yes
2025-04-23 18:28:12,2025-04-23 18:30:01,IP Address,146.50.201.58,100,108,True,2025-04-23 18:30:01,R_6YyUihtlzYvQA9Q,,,,,52.3882,4.8844,anonymous,EN,Luke,24,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,Conservative: Republicans/Right-wing ideologists,,,,,No,No,Yes,,No,Yes,
2025-04-23 18:28:08,2025-04-23 18:30:44,IP Address,146.50.210.210,100,156,True,2025-04-23 18:30:45,R_6qsdS5O8A28nbmQ,,,,,52.3541,4.8975,anonymous,EN,Francesco,9,Yes,Second,Affirmed causal responsibility,Yes,Neutrally,,,,,,,,,,,,,,,
2025-04-23 18:28:48,2025-04-23 18:31:05,IP Address,89.98.163.147,100,136,True,2025-04-23 18:31:06,R_2p6p8MnwIxE0HiF,,,,,52.3672,4.918,anonymous,EN,Ada,14,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,"Other Non-Governing/Non-Political Organizations (private/public enterprise, non-profits, ",,,,,Yes,,,,No,No,Yes
2025-04-23 18:30:03,2025-04-23 18:31:17,IP Address,146.50.201.58,100,74,True,2025-04-23 18:31:18,R_3I11yoV3TbfQCAh,,,,,52.3882,4.8844,anonymous,EN,Luke,24,Yes,Second,Affirmed causal responsibility,Yes,Positively,No,,Yes,The Trump-Administration,,,,,No,No,Yes,,No,Yes,
2025-04-23 18:31:20,2025-04-23 18:32:02,IP Address,146.50.201.58,100,42,True,2025-04-23 18:32:03,R_30HGM7cUeN3CINk,,,,,52.3882,4.8844,anonymous,EN,Luke,25,Yes,First,Affirmed causal responsibility,Yes,Neutrally,,,,,,,,,,,,,,,
2025-04-23 18:31:07,2025-04-23 18:32:12,IP Address,89.98.163.147,100,65,True,2025-04-23 18:32:13,R_21jzZXaWnd8vmFc,,,,,52.3672,4.918,anonymous,EN,Ada,15,Yes,First,Affirmed causal responsibility,Yes,Positively,Yes,Donald Trump,,,,,,,No,No,No,Yes,No,Yes,
2025-04-23 18:32:04,2025-04-23 18:33:14,IP Address,146.50.201.58,100,70,True,2025-04-23 18:33:15,R_25LdS4PSad5Xpnn,,,,,52.3882,4.8844,anonymous,EN,Luke,25,Yes,Second,Affirmed causal responsibility,Yes,Positively,No,,No,,Yes,"Laws/Treaties/Agreements/Policies (e.g., NAFTA, NATO, Medicare, Medicaid)",,,Yes,,,,No,No,Yes
2025-04-23 18:33:16,2025-04-23 18:34:33,IP Address,146.50.201.58,100,77,True,2025-04-23 18:34:33,R_2Ukd7JVTEqKLM4N,,,,,52.3882,4.8844,anonymous,EN,Luke,26,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Other Countries/Country Unions,,,,,Yes,,,,No,No,Yes
2025-04-23 18:34:35,2025-04-23 18:35:21,IP Address,146.50.201.58,100,46,True,2025-04-23 18:35:22,R_6eync5A6FX3XvTS,,,,,52.3882,4.8844,anonymous,EN,Luke,27,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,The Trump-Administration,,,,,Yes,,,,Yes,,
2025-04-23 18:32:14,2025-04-23 18:35:44,IP Address,89.98.163.147,100,210,True,2025-04-23 18:35:44,R_9LcGhtS1S5yJamA,,,,,52.3672,4.918,anonymous,EN,Ada,16,Yes,First,Affirmed causal responsibility,Yes,Neutrally,,,,,,,,,,,,,,,
2025-04-23 18:35:23,2025-04-23 18:37:03,IP Address,146.50.201.58,100,99,True,2025-04-23 18:37:03,R_2ofsuiWKYxL49bj,,,,,52.3882,4.8844,anonymous,EN,Luke,28,Yes,First,Affirmed causal responsibility,No,Positively,Yes,Donald Trump,,,,,,,No,No,Yes,,Yes,,
2025-04-23 18:35:45,2025-04-23 18:37:18,IP Address,89.98.163.147,100,92,True,2025-04-23 18:37:18,R_2hRqI6u3WhEhINH,,,,,52.3672,4.918,anonymous,EN,Ada,17,Yes,First,Negated causal responsibility,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,,,Yes,,,,No,Yes,
2025-04-23 18:37:04,2025-04-23 18:37:52,IP Address,146.50.201.58,100,48,True,2025-04-23 18:37:53,R_6rqCJfJ2XssEntG,,,,,52.3882,4.8844,anonymous,EN,Luke,28,Yes,Second,Affirmed causal responsibility,No,Positively,Yes,Donald Trump,,,,,,,No,No,Yes,,No,Yes,
2025-04-23 18:30:46,2025-04-23 18:38:00,IP Address,146.50.210.210,100,434,True,2025-04-23 18:38:01,R_3FbC7S0Z6BrTZdv,,,,,52.3541,4.8975,anonymous,EN,Francesco,10,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,,,No,No,Yes,,No,No,Yes
2025-04-23 18:37:54,2025-04-23 18:39:02,IP Address,146.50.201.58,100,68,True,2025-04-23 18:39:03,R_3OleQEMAMX8v1JO,,,,,52.3882,4.8844,anonymous,EN,Luke,29,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,The Trump-Administration,,,,,No,No,Yes,,No,Yes,
2025-04-23 18:37:21,2025-04-23 18:39:34,IP Address,89.98.163.147,100,132,True,2025-04-23 18:39:34,R_2Qal9x9waCQmzMl,,,,,52.3672,4.918,anonymous,EN,Ada,18,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Other Collectives,,,,,No,No,Yes,,Yes,,
2025-04-23 18:39:05,2025-04-23 18:40:38,IP Address,146.50.201.58,100,93,True,2025-04-23 18:40:39,R_71bguH8fFlNo99D,,,,,52.3882,4.8844,anonymous,EN,Luke,30,Yes,First,Affirmed causal responsibility,Yes,Negatively,Yes,Donald Trump,,,,,,,No,No,No,No,,,
2025-04-23 18:39:35,2025-04-23 18:40:53,IP Address,89.98.163.147,100,77,True,2025-04-23 18:40:53,R_2Ms16yJDPqtNRyV,,,,,52.3672,4.918,anonymous,EN,Ada,19,Yes,First,Affirmed causal responsibility,No,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,,,No,No,No,Yes,No,Yes,
2025-04-23 18:40:54,2025-04-23 18:42:49,IP Address,89.98.163.147,100,114,True,2025-04-23 18:42:49,R_2QGxScQqfGV6POW,,,,,52.3672,4.918,anonymous,EN,Ada,20,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,,,No,No,Yes,,Yes,,
2025-04-23 18:38:02,2025-04-23 18:44:01,IP Address,146.50.210.210,100,359,True,2025-04-23 18:44:01,R_2QENGOg4XvS0mni,,,,,52.3541,4.8975,anonymous,EN,Francesco,11,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,,,No,No,Yes,,No,Yes,
2025-04-23 18:42:50,2025-04-23 18:44:06,IP Address,89.98.163.147,100,75,True,2025-04-23 18:44:06,R_92fgM08HmxSzvwq,,,,,52.3672,4.918,anonymous,EN,Ada,21,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,No,,No,,No,,,,,,,,
2025-04-23 18:40:42,2025-04-23 18:44:49,IP Address,146.50.201.58,100,247,True,2025-04-23 18:44:50,R_7gGWb9toZnjomre,,,,,52.3882,4.8844,anonymous,EN,Luke,31,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,EU,,,,,No,Yes,,,Yes,,
2025-04-23 18:44:07,2025-04-23 18:44:59,IP Address,89.98.163.147,100,51,True,2025-04-23 18:44:59,R_6H4i5pbEhXgMyrv,,,,,52.3672,4.918,anonymous,EN,Ada,21,Yes,Second,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Other Countries/Country Unions,,,,,Yes,,,,No,No,Yes
2025-04-23 18:44:51,2025-04-23 18:46:21,IP Address,146.50.201.58,100,90,True,2025-04-23 18:46:22,R_9wimAEmjuJkstP3,,,,,52.3882,4.8844,anonymous,EN,Luke,32,Yes,First,Affirmed causal responsibility,Yes,Mixed,,,,,,,,,,,,,,,
2025-04-23 18:47:27,2025-04-23 18:47:53,IP Address,146.50.201.58,100,26,True,2025-04-23 18:47:54,R_2ByS0avMXMLCLyL,,,,,52.3882,4.8844,anonymous,EN,Luke,30,Yes,First,Affirmed causal responsibility,Yes,Mixed,,,,,,,,,,,,,,,
2025-04-23 18:45:00,2025-04-23 18:48:01,IP Address,89.98.163.147,100,181,True,2025-04-23 18:48:01,R_5EswYDwg4oHnxoO,,,,,52.3672,4.918,anonymous,EN,Ada,22,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,Other Collectives,,,,,No,Yes,,,No,No,Yes
2025-04-23 18:48:10,2025-04-23 18:49:46,IP Address,146.50.201.58,100,96,True,2025-04-23 18:49:47,R_1h0H9BiOn4mxms8,,,,,52.3882,4.8844,anonymous,EN,Luke,33,Yes,First,Affirmed causal responsibility,Yes,Negatively,Yes,Other Individuals,,,,,,,No,No,Yes,,No,Yes,
2025-04-23 18:48:08,2025-04-23 18:50:07,IP Address,89.98.163.147,100,118,True,2025-04-23 18:50:08,R_9OVi62PdaSOdV1O,,,,,52.3672,4.918,anonymous,EN,Ada,23,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,Other Countries/Country Unions,,,,,Yes,,,,Yes,,
2025-04-23 18:49:49,2025-04-23 18:50:30,IP Address,146.50.201.58,100,41,True,2025-04-23 18:50:31,R_12Y5eBmEYO1AIsI,,,,,52.3882,4.8844,anonymous,EN,Luke,34,Yes,First,Affirmed causal responsibility,Yes,Neutrally,,,,,,,,,,,,,,,
2025-04-23 18:44:03,2025-04-23 18:51:13,IP Address,146.50.210.210,100,430,True,2025-04-23 18:51:14,R_49gdutlS33xLsn0,,,,,52.3541,4.8975,anonymous,EN,Francesco,12,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,Conservative: Republicans/Right-wing ideologists,,,,,No,No,Yes,,No,No,Yes
2025-04-23 18:50:12,2025-04-23 18:51:33,IP Address,89.98.163.147,100,81,True,2025-04-23 18:51:34,R_5LhVpvDPOwXPGDy,,,,,52.3672,4.918,anonymous,EN,Ada,24,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,Conservative: Republicans/Right-wing ideologists,,,,,No,No,No,No,,,
2025-04-23 18:50:32,2025-04-23 18:52:04,IP Address,146.50.201.58,100,92,True,2025-04-23 18:52:05,R_1fkqJnwwwkViwtS,,,,,52.3882,4.8844,anonymous,EN,Luke,35,Yes,First,Affirmed causal responsibility,Yes,Negatively,Yes,Other Individual Democratic Politicians,,,,,,,No,No,Yes,,No,Yes,
2025-04-23 18:51:35,2025-04-23 18:52:35,IP Address,89.98.163.147,100,60,True,2025-04-23 18:52:36,R_7YmNobY3hsIlZeo,,,,,52.3672,4.918,anonymous,EN,Ada,24,Yes,Second,Affirmed causal responsibility,Yes,Positively,No,,Yes,Conservative: Republicans/Right-wing ideologists,,,,,No,No,No,Yes,No,Yes,
2025-04-23 18:52:06,2025-04-23 18:52:50,IP Address,146.50.201.58,100,44,True,2025-04-23 18:52:51,R_7lGroJyxztCORNO,,,,,52.3882,4.8844,anonymous,EN,Luke,35,Yes,Second,Affirmed causal responsibility,Yes,Negatively,Yes,Other Individuals,,,,,,,No,No,Yes,,No,Yes,
2025-04-23 18:51:15,2025-04-23 18:53:32,IP Address,146.50.210.210,100,137,True,2025-04-23 18:53:32,R_24xoYxPR1EL1uil,,,,,52.3541,4.8975,anonymous,EN,Francesco,12,Yes,Second,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,,,No,No,Yes,,No,Yes,
2025-04-23 18:52:52,2025-04-23 18:53:44,IP Address,146.50.201.58,100,52,True,2025-04-23 18:53:44,R_7R8NDp1n7IhE58b,,,,,52.3882,4.8844,anonymous,EN,Luke,36,Yes,First,Affirmed causal responsibility,Yes,Negatively,Yes,Other Individuals,,,,,,,No,No,No,No,,,
2025-04-23 18:52:37,2025-04-23 18:53:50,IP Address,89.98.163.147,100,73,True,2025-04-23 18:53:51,R_7nOTefWMLIQzNhr,,,,,52.3672,4.918,anonymous,EN,Ada,25,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,USA,,,,,Yes,,,,No,No,Yes
2025-04-23 18:53:51,2025-04-23 18:54:57,IP Address,89.98.163.147,100,65,True,2025-04-23 18:54:57,R_3CZd30kvAOzfQZW,,,,,52.3672,4.918,anonymous,EN,Ada,26,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,Other Countries/Country Unions,,,,,Yes,,,,No,No,Yes
2025-04-23 18:53:46,2025-04-23 18:55:03,IP Address,146.50.201.58,100,77,True,2025-04-23 18:55:04,R_7JzPLXYpEC75vcB,,,,,52.3882,4.8844,anonymous,EN,Luke,37,Yes,First,Negated causal responsibility,Yes,Positively,Yes,Donald Trump,,,,,,,No,No,No,No,,,
2025-04-23 18:54:58,2025-04-23 18:55:54,IP Address,89.98.163.147,100,55,True,2025-04-23 18:55:54,R_3ebsU3Fww6OlE2K,,,,,52.3672,4.918,anonymous,EN,Ada,27,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,Yes,USA,,,,,Yes,,,,No,Yes,
2025-04-23 18:55:55,2025-04-23 18:56:53,IP Address,89.98.163.147,100,57,True,2025-04-23 18:56:53,R_5DJ9GbUHOlFk7Sh,,,,,52.3672,4.918,anonymous,EN,Ada,28,Yes,First,Affirmed causal responsibility,No,Positively,Yes,Donald Trump,,,,,,,Yes,,,,No,Yes,
2025-04-23 18:57:01,2025-04-23 18:57:56,IP Address,89.98.163.147,100,55,True,2025-04-23 18:57:56,R_2y5QqkZxihmZXu9,,,,,52.3672,4.918,anonymous,EN,Ada,29,Yes,First,Affirmed causal responsibility,Yes,Positively,No,,No,,No,,No,,,,,,,,
2025-04-23 18:57:57,2025-04-23 18:58:53,IP Address,89.98.163.147,100,55,True,2025-04-23 18:58:53,R_2W5Ds4WebjLF8GZ,,,,,52.3672,4.918,anonymous,EN,Ada,30,Yes,First,Affirmed causal responsibility,Yes,Neutrally,,,,,,,,,,,,,,,
2025-04-23 18:58:55,2025-04-23 19:00:33,IP Address,89.98.163.147,100,98,True,2025-04-23 19:00:33,R_2VgptPSZzhDKMRH,,,,,52.3672,4.918,anonymous,EN,Ada,31,Yes,First,Affirmed causal responsibility,Yes,Negatively,No,,Yes,EU,,,,,No,Yes,,,No,Yes,
2025-04-23 19:00:35,2025-04-23 19:02:16,IP Address,89.98.163.147,100,101,True,2025-04-23 19:02:16,R_2Y2PkYWscwjJDDI,,,,,52.3672,4.918,anonymous,EN,Ada,32,Yes,First,Affirmed causal responsibility,Yes,Mixed,,,,,,,,,,,,,,,
2025-04-23 19:02:20,2025-04-23 19:04:56,IP Address,89.98.163.147,100,156,True,2025-04-23 19:04:57,R_25IB2bQMQK5sef7,,,,,52.3672,4.918,anonymous,EN,Ada,33,Yes,First,Affirmed causal responsibility,Yes,Negatively,Yes,Other Individual Republican Politicians,,,,,,,No,No,No,Yes,No,Yes,
2025-04-23 19:04:58,2025-04-23 19:05:29,IP Address,89.98.163.147,100,31,True,2025-04-23 19:05:30,R_2JCTDKGe7VOzpIs,,,,,52.3672,4.918,anonymous,EN,Ada,34,Yes,First,Affirmed causal responsibility,Yes,Neutrally,,,,,,,,,,,,,,,
2025-04-23 19:05:33,2025-04-23 19:06:40,IP Address,89.98.163.147,100,67,True,2025-04-23 19:06:40,R_93dxY3nGADhdE0m,,,,,52.3672,4.918,anonymous,EN,Ada,35,Yes,First,Affirmed causal responsibility,No,Neutrally,,,,,,,,,,,,,,,
2025-04-23 19:06:41,2025-04-23 19:08:20,IP Address,89.98.163.147,100,98,True,2025-04-23 19:08:20,R_2cjtGXEf2DSRBW6,,,,,52.3672,4.918,anonymous,EN,Ada,35,Yes,Second,Affirmed causal responsibility,No,Negatively,No,,No,,No,,No,,,,,,,,
2025-04-23 19:08:26,2025-04-23 19:10:24,IP Address,89.98.163.147,100,118,True,2025-04-23 19:10:24,R_5V8iy4Niiseg44F,,,,,52.3672,4.918,anonymous,EN,Ada,36,Yes,First,Negated causal responsibility,Yes,Negatively,Yes,Donald Trump,,,,,,,No,No,No,No,,,
2025-04-23 19:10:25,2025-04-23 19:12:17,IP Address,89.98.163.147,100,112,True,2025-04-23 19:12:17,R_5Jz8HBwRop6kdWl,,,,,52.3672,4.918,anonymous,EN,Ada,37,Yes,First,Negated causal responsibility,Yes,Negatively,Yes,Donald Trump,,,,,,,Yes,,,,No,Yes,
2025-04-23 18:53:34,2025-04-23 19:20:37,IP Address,146.50.210.210,100,1622,True,2025-04-23 19:20:37,R_5gH3jvpg3TQcxdD,,,,,52.3541,4.8975,anonymous,EN,Francesco,13,Yes,First,Affirmed causal responsibility,Yes,Neutrally,,,,,,,,,,,,,,,
